,No,구분,Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
1066,828,train,정국이는 number0 개 폭죽을 샀고 친구는 number1 개 폭죽을 샀습니다. 정국이와 친구가 작년부터 number2 개 폭죽을 가지고 있었다면 지금 총 몇 개의 폭죽을 가지고 있습니까?,2 3 6,+ + number0 number1 number2,11.0,"[1, 2, 3, 4, 8, 9, 10, 14, 15, 16, 22, 23, 24]",1,Sum,henry bought number0 new fireworks and his friend bought number1 if they already had number2 saved from last year,how many do they have now ?
1067,829,train,애완동물 가게에 number0 마 샴고양이와 number1 마 집고양이가 있었다. 세일기간동안 number2 마 고양이를 팔았다. 남은 고양이는 몇 마리일까?,13 5 10,- + number0 number1 number2,8.0,"[1, 3, 4, 5, 6, 7, 8, 9, 16, 17, 18, 24, 25, 26]",2,Subtraction,a pet store had number0 siamese cats and number1 house cats . during a sale they sold number2 cats .,how many cats do they have left ?
1068,830,train,태형이는 학교에 가기 전 반팔 셔츠 number0 개 긴 소매 셔츠 number1 개 세탁해야 한다. 이 중 학교 시작 전까지 number2 개 세탁했다면 몇 개를 세탁하지 않은걸까?,39 47 20,- + number0 number1 number2,66.0,"[32, 33, 34, 3, 4, 5, 7, 8, 9, 10, 12, 20, 21, 22]",2,Subtraction,oliver had to wash number0 short sleeve shirts and number1 long sleeve shirts before school . if he had only washed number2 of them by the time school started,how many did he not wash ?
1069,831,train,"남준이는 방학 동안에 동물원에서 number0 장, 박물관에서 number1 장 사진을 찍었습니다. 만약 그 이후에 사진 number2 장을 삭제했다면, 남준이는 방학 동안에 얼마나 많은 사진을 가지고 있습니까?",24 12 14,- + number0 number1 number2,22.0,"[32, 33, 4, 5, 6, 9, 10, 11, 12, 17, 19, 20, 21, 31]",2,TVQ-Final,while on vacation debby took number0 pictures at the zoo and number1 at the museum . if she later deleted number2 of the pictures,how many pictures from her vacation did she still have ?
1070,832,train,"석진이와 엄마는 정원에서 당근을 수확하고 있었습니다. 당근을 석진이는 number0 개, 엄마는 number1 개 수확했습니다. 만약 그 중에서 좋은 당근이 number2 개라면, 나쁜 당근은 몇 개입니까?",23 5 12,- + number0 number1 number2,16.0,"[32, 33, 12, 13, 14, 17, 18, 19, 21, 22, 23, 31]",2,Subtraction,faye and her mom were picking carrots from their garden . faye picked number0 and her mother picked number1 if only number2 of the carrots were good,how many bad carrots did they have ?
1071,833,train,"윤기는 학교 책 박람회에서 어드벤처 책 number0 권과 미스테리 책 number1 권을 샀습니다. 만약 그 중에서 number2 권이 헌 책이라면, 새 책은 몇 권입니까?",13 17 15,- + number0 number1 number2,15.0,"[6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 26, 27, 28]",2,Subtraction,at the schools book fair sam bought number0 adventure books and number1 mystery books . if number2 of the books were used,how many new books did he buy ?
1072,834,train,"호석이는 플래시 드라이브에 number0 개의 음악 파일과 number1 개의 비디오 파일을 가지고 있습니다. 만약 호석이가 그 중에서 number2 개의 파일을 삭제한다면, 플래시 드라이브에 남은 파일은 몇 개입니까?",26 36 48,- + number0 number1 number2,14.0,"[1, 2, 3, 4, 5, 6, 7, 8, 15, 16, 17, 18, 27, 28, 29]",2,Subtraction,amy had number0 music files and number1 video files on her flash drive . if she deleted number2 of the files,how many files were still on her flash drive ?
1073,835,train,"지민이는 트리비아 게임을 하고 있었습니다. 첫 번째 경기에서 number0 점을, 두 번째 경기에서 number1 점을 얻었습니다. 마지막 경기에서 number2 점을 잃었다면, 게임 마지막에 지민이의 점수는 몇 점입니까?",16 33 48,- + number0 number1 number2,1.0,"[32, 1, 5, 43, 12, 13, 14, 44, 45, 21, 22, 23, 30, 31]",2,TVQ-Final,emily was playing a trivia game . in the first round she scored number0 points and in the second round she scored number1 points . in the last round she lost number2 points .,how many points did she have at the end of the game ?
1074,836,train,"태형이의 숙제는 number0 개의 수학 문제와 number1 개의 과학 문제가 있습니다. 만약 태형이가 학교에서 number2 개의 문제를 끝냈다면, 태형이가 숙제로 해야 할 남은 문제는 몇 개 입니까?",43 12 44,- + number0 number1 number2,11.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 14, 15, 16, 28, 29, 30]",2,Subtraction,paige had number0 math problems and number1 science problems for homework . if she finished number2 of the problems at school,how many problems did she have to do for homework ?
1075,837,train,"정국이는 잔디깎기 사업을 시작했습니다. 잔디깎기로 봄에는 number0 dollars를 벌었고, 여름에는 number1 dollars를 벌었습니다. 만약 정국이가 물품을 구매하는데 number2 dollars를 소비해야 한다면, 정국이에게 남은 돈은 얼마입니까?",2 27 5,- + number0 number1 number2,24.0,"[32, 40, 41, 42, 12, 13, 14, 22, 23, 24, 30, 31]",2,TVQ-Final,edward started his own lawn mowing business . in the spring he made number0 dollars mowing lawns and in the summer he made number1 dollars . if he had to spend number2 dollars buying supplies,how much money did he end up with ?
1076,838,train,"민영이는 학교 빵 바자회에서 패스트리를 만들었습니다. 민영이는 number0 개의 컵케이크와 number1 개의 쿠키를 구웠습니다. 바자회가 끝난 후, 민영이는 number2 개의 빵을 집으로 가져갔습니다. 민영이가 판매한 패스트리는 총 몇 개입니까?",15 48 12,- + number0 number1 number2,51.0,"[32, 1, 33, 10, 11, 12, 13, 14, 15, 21, 22, 23, 31]",2,TVQ-Change,for the school bake sale amy made pastries . she baked number0 cupcakes and number1 cookies . after the sale she had number2 to take back home .,how many pastries did she sell ?
1077,839,train,"유정이는 쇼핑 중에 초록색 수건 number0 장과 하얀색 수건 number1 장을 구입했습니다. 만약 유정이가 엄마에게 그 중에서 number2 장을 드린다면, 유정이에게 남은 수건은 총 몇 장인가요?",35 21 34,- + number0 number1 number2,22.0,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 16, 17, 18, 25, 26, 27]",2,Subtraction,while shopping maria bought number0 green towels and number1 white towels . if she gave her mother number2 of them,how many towels did maria end up with ?
1078,840,train,"number0 명의 소녀와 number1 명의 소년이 학교 농구팀 시험을 보았습니다. 만약 그 중에서 number2 명만이 연락을 받았다면, 최종명단에 들지 못한 학생은 총 몇 명입니까?",17 32 10,- + number0 number1 number2,39.0,"[1, 2, 3, 4, 5, 6, 16, 17, 18, 28, 29, 30]",2,Subtraction,there were number0 girls and number1 boys trying out for the schools basketball team . if only number2 of them got called back,how many students did n't make the cut ?
1079,841,train,"한 식당의 웨이터가 number0 명의 손님에 대해 서빙하고 있었습니다. 점심 피크 타임동안에 웨이터는 다른 number1 명의 손님을 추가로 받았습니다. 만약 그 중에서 number2 명의 손님이 팁을 남기지 않고 갔다면, 팁을 남기고 간 손님은 모두 몇 명입니까?",39 12 49,- + number0 number1 number2,2.0,"[5, 40, 9, 10, 11, 12, 41, 42, 15, 22, 23, 24, 26, 27, 28]",2,Subtraction,a waiter at 'the greasy spoon ' restaurant had number0 customers to wait on . during the lunch rush he added another number1 customers . if number2 of the customers did n't leave him a tip,how many customers did leave a tip ?
1080,842,train,"교내 식당에서 학생들의 점심식사를 위해 number0 개의 빨간 사과와 number1 개의 초록 사과를 주문했습니다. 그러나 만약 number2 명의 학생만이 과일을 원한다면, 식당에 남게 되는 여분의 과일은 모두 몇 개입니까?",25 17 10,- + number0 number1 number2,32.0,"[3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 28, 29, 30]",2,Subtraction,the school cafeteria ordered number0 red apples and number1 green apples for students lunches . but if only number2 students wanted fruit,how many extra did the cafeteria end up with ?
1081,843,train,"은지는 number0 dollars를 가지고 있었습니다. 은지는 생일에 number1 dollars를 더 받았으나, 새 게임을 사는 데에 number2 dollars를 소비했습니다. 현재 은지가 가지고 있는 돈은 얼마입니까?",45 9 19,- + number0 number1 number2,35.0,"[1, 2, 3, 9, 10, 11, 12, 14, 15, 16, 25, 26, 27]",2,TVQ-Final,cody had number0 dollars . for his birthday he got number1 more dollars but spent number2 on a new game .,how much money does he have now ?
1082,844,train,"요리사는 단 number0 개의 사과만 가지고 있었습니다. 그래서 요리사는 number1 개의 가방을 더 주문했습니다. 만약 각 가방에 number2 개씩의 사과가 들어간다면, 요리사는 얼마나 많은 사과를 가질 수 있습니까?",3 2 9,+ * number1 number2 number0,21.0,"[3, 4, 5, 7, 8, 9, 10, 11, 14, 16, 17, 18, 23, 24, 25]",3,Addition,a chef only had number0 apples so he ordered number1 more bags . if each bag has number2 apples,how many apples does he have total ?
1083,845,train,"유나는 잔디를 깎을 때마다 number0 dollars를 벌었습니다. 만약 유나가 number1 개의 잔디밭을 깎았고, 이미 number2 dollars를 모았다면, 유나가 모은 돈은 총 얼마입니까?",8 5 7,+ * number1 number0 number2,47.0,"[1, 2, 3, 5, 11, 12, 13, 14, 18, 19, 20, 27, 28, 29]",3,Addition,edward earned number0 dollars for every lawn he mowed . if he mowed number1 lawns and he already had number2 dollars saved up,how much money does he have total ?
1084,846,train,"남준이는 만화 컨벤션에서 number0 개의 만화책을 사고 싶어합니다. 만화책의 가격은 각각 number1 dollars이고, 심지어 그것을 구매하는 데에 number2 dollars가 추가로 지불해야 합니다. 남준이가 원하는 만화책을 모두 구매하기 위해서는 총 얼마를 지불해야 합니까?",8 4 2,+ * number0 number1 number2,34.0,"[7, 8, 9, 40, 11, 41, 13, 14, 15, 42, 18, 19, 20]",3,Addition,at a comic convention janet wanted to buy number0 comics but each one costs number1 dollars plus it costs number2 to even get in .,how much money should she take with her so she can get in and buy what she wants ?
1085,847,train,"석진이는 number0 개의 수학 문제를 다 풀었습니다. 석진이가 한 문제를 푸는 데에 number1 분이 걸렸고, 답을 확인하는 데에는 number2 분이 걸렸습니다. 석진이가 소비한 시간은 총 몇 분입니까?",7 4 3,+ * number0 number1 number2,31.0,"[32, 1, 2, 3, 4, 5, 10, 11, 12, 14, 19, 20, 21, 30, 31]",3,Addition,olivia had number0 math problems to complete . she spent about number1 minutes on each problem and then she spent number2 minutes checking her answers .,how many minutes did she spend total ?
1086,848,train,"점심 전에 웨이터는 이미 number0 dollars를 팁으로 받았습니다. 점심 후에 그녀는 number1 명의 손님을 받았고, 각 손님들은 웨이터에게 팁으로 number2 dollars 씩을 주었습니다. 웨이터가 번 돈은 총 얼마입니까?",5 7 2,+ * number1 number2 number0,19.0,"[32, 33, 34, 3, 6, 7, 8, 9, 15, 16, 17, 19, 23, 24, 25]",3,Addition,before lunch a waitress had already earned $ number0 in tips . after lunch she had number1 customers and each customer gave her a number2 dollar tip .,how much money did she earn total ?
1087,849,train,"밴드 연습에 한 줄당 number1 명의 학생들이 number0 줄 있었고, 그 뒤에는 또 다른 학생들이 number2 명 있었습니다. 그 곳에 있는 학생들은 총 몇 명입니까?",4 8 9,+ * number0 number1 number2,41.0,"[1, 4, 5, 6, 9, 10, 11, 13, 17, 18, 19, 27, 28, 29]",3,Addition,at band practice there were number0 rows of students with number1 students in each row and then another number2 students in the back .,how many students were there total ?
1088,850,train,게임을 하는 동안 남준은 number0 명의 적을 물리쳤다. 각각의 적은 그에게 number1 점을 주었다. 그리고 그는 레벨을 완성하기 위해 number2 점을 더 얻었다. 그는 총 몇 점을 얻었는가?,6 9 8,+ * number0 number1 number2,62.0,"[32, 1, 2, 33, 5, 6, 7, 9, 12, 13, 14, 19, 20, 21, 31]",3,Addition,while playing a game frank defeated number0 enemies . each enemy earned him number1 points . then he got another number2 points for completing the level .,how many points did he earn total ?
1089,851,train,민영의 남동생은 사탕을 number0 개 가지고 있었다. 민영은 각각 number2 개씩 number1 개의 상자를 가지고 있었다. 그들은 총 몇개를 가지고 있었는가?,6 2 3,+ * number1 number2 number0,12.0,"[1, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16, 22, 23, 24]",3,Addition,wendy 's brother had number0 pieces of candy . wendy had number1 boxes with number2 pieces each .,how many pieces did they have total ?
1090,852,train,한 제빵사가 number0 개의 초콜릿 칩 쿠키를 만들었다. 한 묶음에는 number1 개의 쿠키가 들어있었다. 그리고 그는 누군가가 초콜릿 칩 쿠키를 원하지 않을 경우를 대비해서 number2 개의 오트밀 쿠키를 추가로 만들었다. 그는 총 몇 개의 쿠키를 구웠는가?,2 3 4,+ * number0 number1 number2,10.0,"[1, 2, 3, 4, 5, 40, 41, 10, 42, 12, 13, 14, 22, 23, 24, 25]",3,Addition,a baker made number0 batches of chocolate chip cookies . each batch had number1 cookies in it . then he made an additional number2 oatmeal cookies just in case someone did n't want chocolate chip .,how many cookies did he bake total ?
1091,853,train,보고서에 따르면 유튜브 시청자들은 매일 평균 number0 개의 비디오를 보고 각 비디오는 number1 분씩 지속된다고 한다. 또한 그들은 number2 분간의 광고를 본다. 보고서에 따르면 사람들은 유튜브에 총 몇분을 소비하는가?,2 7 3,+ * number0 number1 number2,17.0,"[3, 4, 5, 39, 40, 41, 10, 11, 12, 14, 16, 17, 18, 23, 24, 25]",3,Addition,a report said that each day the average youtube viewer watches number0 videos with each video lasting number1 minutes . additionally they also watch number2 minutes of ads . according to the report,how many minutes total do people spend on youtube ?
1092,854,train,유나는 number0 dollars 짜리 앱을 샀다. 그리고 매달 온라인 게임을 하기 위해 number1 dollars 를 지불해야 한다. 만약 그녀가 온라인 게임을 number2 달 동안 했다면 그녀는 그 앱과 온라인 접속에 총 얼마의 돈을 썼을까?,5 8 2,+ * number1 number2 number0,21.0,"[5, 6, 7, 8, 11, 44, 45, 46, 17, 18, 19, 29, 30, 31]",3,Addition,zoe bought an app that cost $ number0 dollars . then each month you have to pay $ number1 to play online . if she played the game online for number2 months,how much money would she have spent total for the app and the online access ?
